locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_3834,PP_3834,,4358510,4359955,1446,-,conserved protein of unknown function,Signal transduction mechanisms,PP_3835-PP_3834-PP_3833,
PP_3835,PP_3835,,4359961,4361121,1161,-,Sensory box histidine kinase,Signal transduction mechanisms,PP_3835-PP_3834-PP_3833,
PP_3836,PP_3836,,4361206,4361481,276,-,conserved protein of unknown function,No COG annotation,PP_3836,
PP_3837,yphA,,4361870,4362283,414,+,inner membrane protein of unknown function,Function unknown,yphA,
PP_5634,PP_5634,,4362285,4362479,195,-,conserved protein of unknown function,No COG annotation,PP_5634,
PP_3839,adhP,,4362915,4363925,1011,+,short-chain alcohol dehydrogenase,Function unknown,adhP,
PP_3840,PP_3840,,4363999,4364223,225,+,conserved protein of unknown function,No COG annotation,PP_3840,
PP_5635,PP_5635,,4364500,4364736,237,+,conserved protein of unknown function,No COG annotation,PP_5635,
PP_3841,PP_3841,,4364768,4365139,372,-,"Transcriptional regulator, MerR family",Transcription,PP_3841,
PP_3842,PP_3842,,4365212,4366309,1098,+,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_3842,
PP_3843,PP_3843,,4366435,4366734,300,-,conserved protein of unknown function,No COG annotation,PP_3843,
PP_3844,PP_3844,,4366914,4368047,1134,-,putative D-aminopeptidase,Amino acid transport and metabolism,PP_3844,
PP_3845,potF-III,,4368121,4369230,1110,-,putrescine-binding periplasmic protein,Inorganic ion transport and metabolism,potF-III,
PP_3846,ramA,,4369371,4370186,816,-,(R)-stereoselective amidase,Function unknown,ramA,
PP_3847,PP_3847,,4370307,4371104,798,+,"Transcriptional regulator, LuxR family",Transcription,PP_3847,
PP_5636,PP_5636,,4371062,4371415,354,-,protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_5636,
PP_3849,PP_3849,,4372987,4374957,1971,+,"putative calcium-binding protein, hemolysin-type","Secondary metabolites biosynthesis, transport, and catabolism",PP_3849,
PP_3850,PP_3850,,4375036,4375299,264,-,conserved protein of unknown function,No COG annotation,PP_3850,
PP_5637,PP_5637,,4375278,4375535,258,-,conserved protein of unknown function,No COG annotation,PP_5637,
PP_3851,PP_3851,,4375645,4375968,324,-,conserved protein of unknown function,No COG annotation,PP_3851,
PP_3852,PP_3852,,4376084,4377571,1488,-,conserved protein of unknown function with BNR domain,Carbohydrate transport and metabolism,PP_3852,
PP_5638,PP_5638,,4377646,4378176,531,-,conserved protein of unknown function,Function unknown,PP_3854-PP_5638,
PP_3854,PP_3854,,4378173,4378712,540,-,Lysozyme,Carbohydrate transport and metabolism,PP_3854-PP_5638,
PP_5639,PP_5639,,4378801,4379169,369,+,conserved exported protein of unknown function,Function unknown,PP_5639,
PP_3855,PP_3855,,4379114,4379338,225,-,conserved protein of unknown function,No COG annotation,PP_3855,
PP_3856,PP_3856,,4379761,4380525,765,-,conserved protein of unknown function,No COG annotation,PP_3857-PP_3856,
PP_3857,PP_3857,,4380537,4382789,2253,-,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_3857-PP_3856,
PP_3858,PP_3858,,4383051,4383854,804,-,putative Tail fiber protein,Amino acid transport and metabolism,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3859,PP_3859,,4383857,4384501,645,-,conserved protein of unknown function,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3860,PP_3860,,4384492,4385535,1044,-,Phage FluMu protein gp47,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3861,PP_3861,,4385525,4385911,387,-,Phage FluMu protein gp46,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3862,PP_3862,,4385908,4386408,501,-,putative Phage assembly protein,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3863,PP_3863,,4386417,4387526,1110,-,putative Phage tail protein,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3864,PP_3864,,4387530,4388792,1263,-,putative Phage FluMu DNA circulation protein,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3865,PP_3865,,4388785,4390740,1956,-,putative Phage tail protein,"Cell cycle control, cell division, chromosome partitioning",PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_5640,PP_5640,,4390733,4390924,192,-,conserved protein of unknown function,No COG annotation,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3866,PP_3866,,4390870,4391166,297,-,conserved protein of unknown function,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3867,PP_3867,,4391163,4391516,354,-,putative Phage tail tube protein,Function unknown,PP_3867-PP_3866-PP_5640-PP_3865-PP_3864-PP_3863-PP_3862-PP_3861-PP_3860-PP_3859-PP_3858,
PP_3868,PP_3868,,4391593,4393014,1422,-,Group II intron-encoding maturase,"Replication, recombination and repair",PP_3868,
PP_3869,PP_3869,,4393484,4394971,1488,-,putative Phage sheath protein,Cell motility,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3870,PP_3870,,4394971,4395174,204,-,Phage FluMu protein gp38,Function unknown,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3871,PP_3871,,4395180,4395773,594,-,conserved protein of unknown function,No COG annotation,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3873,PP_3873,,4395803,4396318,516,-,conserved protein of unknown function,No COG annotation,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3874,PP_3874,,4396311,4396685,375,-,conserved protein of unknown function,Function unknown,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3875,PP_3875,,4396688,4397239,552,-,conserved protein of unknown function,No COG annotation,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3876,PP_3876,,4397242,4397568,327,-,conserved protein of unknown function,No COG annotation,PP_3876-PP_3875-PP_3874-PP_3873-PP_3871-PP_3870-PP_3869,
PP_3877,PP_3877,,4397543,4398856,1314,-,conserved protein of unknown function,Function unknown,PP_3877,
PP_3878,PP_3878,,4398918,4399889,972,-,putative Phage minor capsid protein C,"Post-translational modification, protein turnover,and chaperones",PP_3882-PP_3881-PP_3880-PP_3879-PP_3878,
PP_3879,PP_3879,,4399886,4401157,1272,-,"Phage portal protein, HK97 family",Function unknown,PP_3882-PP_3881-PP_3880-PP_3879-PP_3878,
PP_3880,PP_3880,,4401160,4401348,189,-,conserved exported protein of unknown function,No COG annotation,PP_3882-PP_3881-PP_3880-PP_3879-PP_3878,
PP_3881,PP_3881,,4401345,4403153,1809,-,"putative Phage terminase, large subunit",Transcription,PP_3882-PP_3881-PP_3880-PP_3879-PP_3878,
PP_3882,PP_3882,,4403113,4403580,468,-,"putative Phage terminase, small subunit","Replication, recombination and repair",PP_3882-PP_3881-PP_3880-PP_3879-PP_3878,
PP_3883,PP_3883,,4403716,4404036,321,-,putative Phage holin,Defense mechanisms,PP_3884-PP_3883,
PP_3884,PP_3884,,4404040,4404363,324,-,"Phage holin, lambda family",Function unknown,PP_3884-PP_3883,
PP_5641,PP_5641,,4404522,4405151,630,+,conserved protein of unknown function,No COG annotation,PP_5641,
PP_3886,PP_3886,,4405300,4405560,261,-,conserved protein of unknown function,No COG annotation,PP_3890-PP_3889-PP_3888-PP_3887-PP_3886,
PP_3887,PP_3887,,4405544,4406215,672,-,conserved protein of unknown function,No COG annotation,PP_3890-PP_3889-PP_3888-PP_3887-PP_3886,
PP_3888,PP_3888,,4406228,4406548,321,-,conserved protein of unknown function,Function unknown,PP_3890-PP_3889-PP_3888-PP_3887-PP_3886,
PP_3889,PP_3889,,4406545,4407843,1299,-,putative Phage integrase,"Replication, recombination and repair",PP_3890-PP_3889-PP_3888-PP_3887-PP_3886,
PP_3890,PP_3890,,4407840,4408283,444,-,conserved protein of unknown function,Function unknown,PP_3890-PP_3889-PP_3888-PP_3887-PP_3886,
PP_3891,ybcO,,4408432,4408728,297,-,conserved protein of unknown function,Function unknown,PP_3894-PP_3893-PP_3892-ybcO,
PP_3892,PP_3892,,4408710,4408916,207,-,conserved protein of unknown function,No COG annotation,PP_3894-PP_3893-PP_3892-ybcO,
PP_3893,PP_3893,,4408916,4410313,1398,-,putative Phage DNA helicase,"Replication, recombination and repair",PP_3894-PP_3893-PP_3892-ybcO,
PP_3894,PP_3894,,4410310,4411140,831,-,putative Phage replication protein O,Function unknown,PP_3894-PP_3893-PP_3892-ybcO,
PP_3895,PP_3895,,4411465,4411677,213,-,putative Regulatory protein Cro,Function unknown,PP_3895,
PP_3896,PP_3896,,4411765,4412412,648,+,"Transcriptional regulator, Cro/CI family",Transcription,PP_3896,
PP_3897,PP_3897,,4412470,4412883,414,+,conserved protein of unknown function,No COG annotation,PP_3897,
PP_3898,PP_3898,,4412927,4413163,237,+,conserved protein of unknown function,No COG annotation,PP_3898,
PP_5643,PP_5643,,4413330,4414322,993,+,conserved protein of unknown function,No COG annotation,PP_5644-PP_5643,
PP_5644,PP_5644,,4414325,4414891,567,+,conserved membrane protein of unknown function,No COG annotation,PP_5644-PP_5643,
PP_3899,PP_3899,,4415059,4415391,333,-,"conserved protein of unknown function, hicB family",Function unknown,PP_3900-PP_3899,
PP_3900,PP_3900,,4415400,4415648,249,-,hypothetical protein,Function unknown,PP_3900-PP_3899,
PP_3901,PP_3901,,4415798,4416058,261,+,conserved protein of unknown function,Function unknown,PP_3901,
PP_3902,PP_3902,,4416177,4416485,309,-,conserved protein of unknown function,No COG annotation,PP_3902,
PP_3903,PP_3903,,4416475,4416639,165,+,conserved protein of unknown function,No COG annotation,PP_3903,
PP_3904,PP_3904,,4416845,4417099,255,-,conserved protein of unknown function,No COG annotation,PP_3904,
PP_3905,PP_3905,,4417108,4417659,552,+,"Transcriptional regulator, LuxR family",Transcription,PP_3907-PP_3906-PP_3905,
PP_3906,PP_3906,,4417679,4417948,270,+,conserved protein of unknown function,No COG annotation,PP_3907-PP_3906-PP_3905,
PP_3907,PP_3907,,4417945,4418403,459,+,conserved protein of unknown function,No COG annotation,PP_3907-PP_3906-PP_3905,
PP_3908,PP_3908,,4418485,4418835,351,+,conserved protein of unknown function,No COG annotation,PP_3908,
PP_3909,PP_3909,,4418849,4419127,279,-,conserved protein of unknown function,No COG annotation,PP_3909,
PP_3910,PP_3910,,4419234,4419785,552,+,conserved protein of unknown function,No COG annotation,PP_3911-PP_3910,
PP_3911,PP_3911,,4419800,4420183,384,+,conserved protein of unknown function,No COG annotation,PP_3911-PP_3910,
PP_3912,PP_3912,,4420251,4421912,1662,+,DNA-cytosine methyltransferase,Coenzyme transport and metabolism,PP_3913-PP_3912,
PP_3913,PP_3913,,4421921,4422598,678,+,protein of unknown function,No COG annotation,PP_3913-PP_3912,
PP_5645,PP_5645,,4422648,4422947,300,-,conserved protein of unknown function,No COG annotation,PP_5645,
PP_3914,PP_3914,,4423113,4423496,384,+,conserved protein of unknown function,No COG annotation,PP_3916-PP_3915-PP_5646-PP_3914,
PP_5646,PP_5646,,4423493,4423771,279,+,protein of unknown function,No COG annotation,PP_3916-PP_3915-PP_5646-PP_3914,
PP_3915,PP_3915,,4423768,4424091,324,+,conserved protein of unknown function,No COG annotation,PP_3916-PP_3915-PP_5646-PP_3914,
PP_3916,PP_3916,,4424088,4424480,393,+,conserved protein of unknown function,Function unknown,PP_3916-PP_3915-PP_5646-PP_3914,
PP_5647,PP_5647,,4424670,4424942,273,-,conserved protein of unknown function,No COG annotation,PP_5647,
PP_3917,PP_3917,,4425742,4426080,339,+,conserved protein of unknown function,No COG annotation,PP_3920-PP_3919-PP_3917,
PP_3919,PP_3919,,4426120,4426365,246,+,conserved protein of unknown function,Function unknown,PP_3920-PP_3919-PP_3917,
PP_3920,PP_3920,,4426367,4427416,1050,+,putative Phage integrase,"Replication, recombination and repair",PP_3920-PP_3919-PP_3917,
PP_3922,sohB,,4427746,4428765,1020,-,putative inner membrane peptidase,"Post-translational modification, protein turnover,and chaperones",sohB,
PP_3923,PP_3923,,4428963,4429673,711,+,Phosphoglycerate mutase,Carbohydrate transport and metabolism,PP_3923,
PP_3924,PP_3924,,4429730,4430047,318,+,conserved protein of unknown function,Lipid transport and metabolism,PP_3924,
PP_3925,PP_3925,,4430231,4431298,1068,+,conserved protein of unknown function,Function unknown,PP_3926-PP_3925,
PP_3926,PP_3926,,4431335,4432102,768,+,short-chain dehydrogenase,Lipid transport and metabolism,PP_3926-PP_3925,
PP_3927,PP_3927,,4432103,4432924,822,-,Methyltransferase type 12,"Secondary metabolites biosynthesis, transport, and catabolism",PP_3927,
PP_5648,PP_5648,,4433094,4433444,351,-,conserved exported protein of unknown function,No COG annotation,PP_5648,
PP_3928,PP_3928,,4433562,4433852,291,+,conserved exported protein of unknown function,Function unknown,PP_3928,
PP_3929,PP_3929,,4434015,4434281,267,+,conserved protein of unknown function,No COG annotation,PP_3929,
PP_3930,PP_3930,,4434355,4434747,393,+,conserved exported protein of unknown function,No COG annotation,PP_3930,
PP_3931,yfbS,,4434874,4436703,1830,+,putative transporter,Inorganic ion transport and metabolism,yfbS,
PP_3932,PP_3932,,4436841,4438265,1425,+,Diguanylate cyclase,Signal transduction mechanisms,PP_3932,
PP_3933,PP_3933,,4438267,4439028,762,-,conserved membrane protein of unknown function,Function unknown,PP_3933,
PP_3934,PP_3934,,4439091,4440032,942,+,"Transcriptional regulator, LysR family",Transcription,PP_3934,
PP_3935,PP_3935,,4440133,4440342,210,+,conserved protein of unknown function,No COG annotation,PP_3935,
PP_3938,PP_3938,,4440881,4441066,186,+,conserved protein of unknown function,No COG annotation,PP_3938,
PP_3939,nicP-II,,4441238,4442530,1293,-,porin-like protein,Function unknown,nicP-II,
PP_3940,nicT,,4442668,4443981,1314,-,Putative metabolite transport protein NicT,Carbohydrate transport and metabolism,nicT,
PP_3941,nicF,,4444190,4444831,642,-,maleamate amidohydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",nicC-nicD-nicE-nicF,
PP_3942,nicE,,4444847,4445599,753,-,maleate isomerase,Carbohydrate transport and metabolism,nicC-nicD-nicE-nicF,
PP_3943,nicD,,4445613,4446419,807,-,N-formylmaleamate deformylase,Function unknown,nicC-nicD-nicE-nicF,
PP_3944,nicC,,4446416,4447564,1149,-,6-hydroxynicotinate 3-monooxygenase,Energy production and conversion,nicC-nicD-nicE-nicF,
PP_3945,nicX,,4447886,4448938,1053,+,"2,5-dihydroxypyridine 5,6-dioxygenase",Amino acid transport and metabolism,nicR-nicX,
PP_3946,nicR,,4449009,4449485,477,+,HTH-type transcriptional repressor NicR,Transcription,nicR-nicX,
PP_3947,nicA,,4449927,4450400,474,+,nicotinate dehydrogenase subunit A,Energy production and conversion,nicB-nicA,
PP_3948,nicB,,4450397,4453960,3564,+,nicotinate dehydrogenase subunit B,Energy production and conversion,nicB-nicA,
PP_3949,nicS,,4453964,4454602,639,-,HTH-type transcriptional repressor NicS,Transcription,nicS,
PP_3950,PP_3950,,4454807,4456984,2178,-,Methyl-accepting chemotaxis transducer,Cell motility,PP_3950,
PP_3951,pcaI,,4457363,4458058,696,+,3-oxoadipate CoA-transferase subunit A,Lipid transport and metabolism,pcaJ-pcaI,
PP_3952,pcaJ,,4458067,4458708,642,+,3-oxoadipate CoA-transferase subunit A,Lipid transport and metabolism,pcaJ-pcaI,
PP_3953,trkH-I,,4458976,4460430,1455,+,potassium transporter,Inorganic ion transport and metabolism,trkH-I,
PP_3954,PP_3954,,4460535,4461485,951,+,periplasmic binding subunit of unknown solute,Function unknown,PP_3956-PP_3955-PP_3954,
PP_3955,PP_3955,,4461513,4463540,2028,+,permease,Function unknown,PP_3956-PP_3955-PP_3954,
PP_3956,PP_3956,,4463537,4463953,417,+,conserved protein of unknown function,Function unknown,PP_3956-PP_3955-PP_3954,
PP_3957,betT-III,,4463981,4465954,1974,-,choline/carnitine/betaine transporter BetTC,Inorganic ion transport and metabolism,betT-III,
PP_3958,nhaA-II,,4466258,4467619,1362,+,Na(+)/H(+) antiporter NhaA 2,Inorganic ion transport and metabolism,nhaA-II,
PP_3959,PP_3959,,4467756,4469117,1362,+,Voltage-gated chloride channel family protein,Inorganic ion transport and metabolism,PP_3959,
PP_3960,PP_3960,,4469219,4469824,606,-,"Transcriptional regulator, TetR family",Transcription,PP_3960,
PP_3961,PP_3961,,4469981,4471189,1209,-,putative Transporter,Amino acid transport and metabolism,PP_3961,
PP_3962,PP_3962,,4472083,4472793,711,+,conserved protein of unknown function,Function unknown,PP_3962,
PP_3963,PP_3963,,4473460,4473786,327,+,conserved protein of unknown function,No COG annotation,PP_3963,
PP_3964,PP_3964,,4474000,4475535,1536,-,transposase,Function unknown,PP_3964,
PP_3965,PP_3965,,4475599,4475934,336,-,transposase,"Replication, recombination and repair",PP_3966-PP_3965,
PP_3966,PP_3966,,4475931,4476251,321,-,transposase,"Replication, recombination and repair",PP_3966-PP_3965,
PP_3967,PP_3967,,4476427,4476867,441,+,MutT/nudix family protein,Nucleotide transport and metabolism,PP_3967,
PP_3968,PP_3968,,4476873,4477991,1119,-,Sensor histidine kinase,Signal transduction mechanisms,PP_3968,
PP_3969,PP_3969,,4478139,4478501,363,+,Response regulator,Signal transduction mechanisms,PP_3969,
PP_3970,ybdR,,4478650,4479852,1203,+,"putative oxidoreductase, Zn-dependent and NAD(P)-binding",Energy production and conversion,PP_3972-PP_3971-ybdR,
PP_3971,PP_3971,,4479866,4480099,234,+,conserved protein of unknown function,Function unknown,PP_3972-PP_3971-ybdR,
PP_3972,PP_3972,,4480132,4481457,1326,+,"Oxidoreductase, short chain dehydrogenase/reductase family",Function unknown,PP_3972-PP_3971-ybdR,
PP_3974,PP_3974,,4481995,4482981,987,+,"Transcriptional regulator, LysR family",Transcription,PP_3974,
PP_3975,PP_3975,,4483001,4483462,462,-,conserved protein of unknown function,"Translation, ribosomal structure and biogenesis",PP_3975,
PP_3976,PP_3976,,4483670,4484356,687,+,"Hydrolase, isochorismatase family","Secondary metabolites biosynthesis, transport, and catabolism",PP_3976,
PP_3977,PP_3977,,4484825,4486126,1302,+,conserved protein of unknown function,No COG annotation,PP_3978-PP_3977,
PP_3978,PP_3978,,4486129,4486299,171,+,conserved protein of unknown function,No COG annotation,PP_3978-PP_3977,
PP_3979,PP_3979,,4486396,4486716,321,+,transposase,"Replication, recombination and repair",PP_3980-PP_3979,
PP_3980,PP_3980,,4486713,4487048,336,+,transposase,"Replication, recombination and repair",PP_3980-PP_3979,
PP_3981,PP_3981,,4487112,4488647,1536,+,transposase,Function unknown,PP_3981,
PP_3982,PP_3982,,4489218,4491863,2646,-,conserved protein of unknown function,"Replication, recombination and repair",PP_3982,
PP_3983,PP_3983,,4492118,4492900,783,+,conserved protein of unknown function,No COG annotation,PP_3983,
PP_3984,PP_3984,,4493379,4493639,261,-,putative transposase,No COG annotation,PP_3984-PP_5650,
PP_3985,PP_3985,,4493708,4495240,1533,-,transposase,"Replication, recombination and repair",PP_3986-PP_3985,
PP_3986,PP_3986,,4495259,4495615,357,-,transposase,"Replication, recombination and repair",PP_3986-PP_3985,
PP_3987,PP_3987,,4495691,4496650,960,+,"Site-specific recombinase, phage integrase family","Replication, recombination and repair",PP_3987,
PP_5651,PP_5651,,4496702,4497949,1248,-,conserved protein of unknown function,No COG annotation,PP_3989-PP_3988-PP_5651,
PP_3988,PP_3988,,4497955,4500003,2049,-,conserved protein of unknown function,"Replication, recombination and repair",PP_3989-PP_3988-PP_5651,
PP_3989,PP_3989,,4500015,4501061,1047,-,DNA-cytosine methyltransferase,Coenzyme transport and metabolism,PP_3989-PP_3988-PP_5651,
PP_3990,yccA,,4501537,4502208,672,+,substrate or modulator of FtsH-mediated proteolysis,Function unknown,yccA,
PP_3992,xanP,,4502372,4503751,1380,+,xanthine permease,Nucleotide transport and metabolism,xanP,
PP_3993,tusD,,4503849,4504241,393,+,"sulfur transfer protein complex, TusD subunit",Inorganic ion transport and metabolism,PP_3997-tusE-PP_3995-PP_3994-tusD,
PP_3994,PP_3994,,4504243,4504602,360,+,putative tRNA 5-methylaminomethyl-2-thiouridine synthase (tusC-like),Inorganic ion transport and metabolism,PP_3997-tusE-PP_3995-PP_3994-tusD,
PP_3995,PP_3995,,4504602,4504898,297,+,conserved protein of unknown function,Inorganic ion transport and metabolism,PP_3997-tusE-PP_3995-PP_3994-tusD,
PP_3996,tusE,,4504895,4505230,336,+,sulfur transfer protein,Inorganic ion transport and metabolism,PP_3997-tusE-PP_3995-PP_3994-tusD,
PP_3997,PP_3997,,4505227,4506228,1002,+,putative Glycosyl transferase,Amino acid transport and metabolism,PP_3997-tusE-PP_3995-PP_3994-tusD,
PP_3998,gqr,,4506305,4507282,978,+,glutathionyl-hydroquinone reductase,"Post-translational modification, protein turnover,and chaperones",gqr,
PP_3999,cysG,,4507389,4508780,1392,-,Uroporphyrinogen-III C-methyltransferase/Precorrin-2 dehydrogenase/Sirohydrochlorin ferrochelatase,Coenzyme transport and metabolism,ftsK-lolA-rarA-crcB-serS-cysG,
PP_4000,serS,,4508781,4510061,1281,-,Serine--tRNA ligase,"Translation, ribosomal structure and biogenesis",ftsK-lolA-rarA-crcB-serS-cysG,
PP_4001,crcB,,4510092,4510466,375,-,Putative fluoride ion transporter CrcB,"Cell cycle control, cell division, chromosome partitioning",ftsK-lolA-rarA-crcB-serS-cysG,
PP_4002,rarA,,4510463,4511788,1326,-,DNA-dependent ATPase required for recombination,"Replication, recombination and repair",ftsK-lolA-rarA-crcB-serS-cysG,
PP_4003,lolA,,4511801,4512487,687,-,Outer-membrane lipoprotein carrier protein,Cell wall/membrane/envelope biogenesis,ftsK-lolA-rarA-crcB-serS-cysG,
PP_4004,ftsK,,4512487,4514991,2505,-,DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning",ftsK-lolA-rarA-crcB-serS-cysG,
PP_4005,aat,,4515399,4516079,681,+,Leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover,and chaperones",aat,
PP_4006,ate,,4516136,4516843,708,+,Putative arginyl-tRNA--protein transferase,"Post-translational modification, protein turnover,and chaperones",ate,
PP_4007,infA,,4516945,4517163,219,+,Translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",infA,
PP_4008,clpA,,4517249,4519519,2271,-,ATP-dependent serine protease,"Post-translational modification, protein turnover,and chaperones",clpS-clpA,
PP_4009,clpS,,4519550,4519912,363,-,ATP-dependent Clp protease adapter protein ClpS,Function unknown,clpS-clpA,
PP_4010,cspD,,4520143,4520409,267,+,DNA replication inhibitor,Transcription,cspD,
PP_4011,icd,,4520481,4521737,1257,-,"isocitrate dehydrogenase, NADP(+)-specific",Energy production and conversion,icd,
PP_4012,idh,,4522152,4524377,2226,+,isocitrate dehydrogenase,Energy production and conversion,idh,
PP_4013,PP_4013,,4524570,4525010,441,+,MutT/nudix family protein,Nucleotide transport and metabolism,PP_4013,
PP_4014,mnmA,,4525070,4526194,1125,+,tRNA-specific 2-thiouridylase MnmA,"Translation, ribosomal structure and biogenesis",PP_4015-mnmA,
PP_4015,PP_4015,,4526191,4526817,627,+,HflD-like high frequency lysogenization protein,Function unknown,PP_4015-mnmA,
PP_4016,purB,,4526955,4528325,1371,+,5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole lyase (adenylosuccinate lyase),Nucleotide transport and metabolism,purB,
PP_4017,PP_4017,,4528401,4529573,1173,+,conserved protein of unknown function,Function unknown,PP_4018-PP_4017,
PP_4018,PP_4018,,4529566,4529994,429,+,"Acetyltransferase, GNAT family",Function unknown,PP_4018-PP_4017,
PP_4019,topB,,4530162,4532123,1962,+,DNA topoisomerase III,"Replication, recombination and repair",topB,
PP_4020,PP_4020,,4532269,4533558,1290,+,putative Oxidoreductase,Amino acid transport and metabolism,PP_4020,
PP_4021,cpo,,4533732,4534562,831,+,non-heme chloroperoxidase,Lipid transport and metabolism,cpo,
PP_4022,PP_4022,,4534682,4535473,792,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_4022,
PP_4024,PP_4024,,4536288,4536647,360,+,transposase,"Replication, recombination and repair",PP_4025-PP_4024,
PP_4025,PP_4025,,4536666,4538198,1533,+,transposase,"Replication, recombination and repair",PP_4025-PP_4024,
PP_4027,PP_4027,,4538518,4539291,774,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_4027,
PP_4029,nudC,,4539454,4540284,831,-,NADH pyrophosphatase,"Replication, recombination and repair",PP_4030-nudC,
PP_4030,PP_4030,,4540321,4541163,843,-,Enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,PP_4030-nudC,
PP_4031,nhaB,,4541284,4542786,1503,+,Na(+)/H(+) antiporter NhaB,Inorganic ion transport and metabolism,nhaB,
PP_4032,PP_4032,,4542933,4543478,546,+,putative Outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,PP_4032,
PP_4033,rnz,,4543566,4544525,960,+,Ribonuclease Z,"Translation, ribosomal structure and biogenesis",rnz,
PP_4034,hyuC,,4544522,4545805,1284,-,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2,Amino acid transport and metabolism,hyuC,
PP_4035,pydP,,4545855,4547345,1491,-,"putative PydP transporter, NCS1 nucleoside transporter family",Nucleotide transport and metabolism,pydP,
PP_4036,pydB,,4547689,4549128,1440,+,D-hydantoinase/dihydropyrimidinase,Nucleotide transport and metabolism,pydA-pydX-pydB,
PP_4037,pydX,,4549264,4550631,1368,+,NADP-dependent dihydropyrimidine dehydrogenase subunit,Energy production and conversion,pydA-pydX-pydB,
PP_4038,pydA,,4550632,4551906,1275,+,NADP-dependent dihydropyrimidine dehydrogenase subunit PreA,Energy production and conversion,pydA-pydX-pydB,
PP_4039,pydR,,4552087,4552608,522,-,"transcriptional regulator, TetR family",Transcription,rutR,
PP_4040,PP_4040,,4552706,4553062,357,-,putative enzyme of the glyoxalase family,Function unknown,PP_4040,
PP_4041,PP_4041,,4553129,4554925,1797,-,putative glycoside hydrolase,Carbohydrate transport and metabolism,PP_4041,
PP_4042,zwfB,,4554991,4556496,1506,-,glucose-6-phosphate 1-dehydrogenase,Carbohydrate transport and metabolism,gntZ-zwfB,
PP_4043,gntZ,,4556493,4557476,984,-,"putative 6-phosphogluconate dehydrogenase, decarboxylating",Carbohydrate transport and metabolism,gntZ-zwfB,
PP_4044,PP_4044,,4557643,4557846,204,+,conserved protein of unknown function,No COG annotation,PP_4044,
PP_4045,PP_4045,,4557889,4558155,267,-,conserved protein of unknown function,Signal transduction mechanisms,PP_4045,
PP_4046,PP_4046,,4558201,4559163,963,-,conserved protein of unknown function,Function unknown,vgrG-III-PP_4048-PP_4047-PP_4046,
PP_4047,PP_4047,,4559179,4560135,957,-,conserved protein of unknown function,Function unknown,vgrG-III-PP_4048-PP_4047-PP_4046,
