,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_4873,dnaB,AE015451.2,,5541301.0,5542698.0,-,replicative DNA helicase (ATPase),"Replication, recombination and repair",,Op3180,
PP_4874,rplI,AE015451.2,,5542812.0,5543258.0,-,50S ribosomal protein L9,"Translation, ribosomal structure and biogenesis",,Op3181,
PP_4875,PP_4875,AE015451.2,,5543279.0,5544142.0,-,conserved membrane protein of unknown function,Function unknown,,Op3181,
PP_4876,rpsR,AE015451.2,,5544176.0,5544406.0,-,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",,Op3181,
PP_4877,rpsF,AE015451.2,,5544435.0,5544860.0,-,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",,Op3181,
PP_4879,rlmB,AE015451.2,,5545737.0,5546483.0,-,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",,Op3182,FleQ
PP_4880,rnr,AE015451.2,,5546480.0,5549053.0,-,exoribonuclease R,"Translation, ribosomal structure and biogenesis",,Op3182,FleQ
PP_4881,PP_4881,AE015451.2,,5549759.0,5550772.0,+,putative Iron ABC transporter%2C periplasmic iron-binding protein,Inorganic ion transport and metabolism,,Op3183,FleQ
PP_4882,PP_4882,AE015451.2,,5550772.0,5552337.0,+,Iron ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3183,FleQ
PP_5717,PP_5717,AE015451.2,,5552998.0,5553372.0,-,conserved protein of unknown function,No COG annotation,,Op3184,
PP_4885,PP_4885,AE015451.2,,5553369.0,5554340.0,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3184,
PP_4886,PP_4886,AE015451.2,,5554350.0,5554895.0,-,conserved protein of unknown function,Function unknown,,Op3184,TurA
PP_4887,PP_4887,AE015451.2,,5555066.0,5555524.0,-,conserved protein of unknown function,Function unknown,,Op3185,
PP_4888,PP_4888,AE015451.2,,5555695.0,5557629.0,-,putative methyl-accepting chemotaxis transducer,Cell motility,,Op3186,FleQ
PP_4889,purA,AE015451.2,,5557960.0,5559252.0,-,Adenylosuccinate synthetase,Nucleotide transport and metabolism,,Op3187,"TurA,GacA"
PP_4890,hisZ,AE015451.2,,5559309.0,5560496.0,-,ATP phosphoribosyltransferase regulatory subunit,Amino acid transport and metabolism,,Op3188,TurA
PP_4891,hflC,AE015451.2,,5560798.0,5561667.0,-,integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex,"Post-translational modification, protein turnover, and chaperones",,Op3189,
PP_4892,hflK,AE015451.2,,5561667.0,5562884.0,-,integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex,"Post-translational modification, protein turnover, and chaperones",,Op3189,
PP_4893,hflX,AE015451.2,,5562945.0,5564246.0,-,GTPase HflX,Function unknown,,Op3190,
PP_4894,hfq,AE015451.2,,5564259.0,5564519.0,-,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",,Op3190,
PP_4895,miaA,AE015451.2,,5564614.0,5565585.0,-,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis",,Op3191,
PP_4896,mutL,AE015451.2,,5565587.0,5567485.0,-,DNA mismatch repair protein MutL,"Replication, recombination and repair",,Op3191,
PP_4897,amiC,AE015451.2,,5567485.0,5568915.0,-,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,,Op3191,
PP_4898,tsaE,AE015451.2,,5568927.0,5569400.0,-,ATPase,Function unknown,,Op3191,"AlgR,GacA"
PP_4899,nnrD,AE015451.2,,5569388.0,5570248.0,-,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,Coenzyme transport and metabolism,,Op3191,
PP_4900,queG,AE015451.2,,5570314.0,5571378.0,+,epoxyqueuosine reductase,Energy production and conversion,,Op3192,
PP_4901,yicG,AE015451.2,,5571519.0,5572130.0,-,conserved inner membrane protein,Function unknown,,Op3193,
PP_4902,orn,AE015451.2,,5572222.0,5572764.0,-,Oligoribonuclease,RNA processing and modification,,Op3194,
PP_4903,rsgA,AE015451.2,,5572917.0,5573948.0,+,Putative ribosome biogenesis GTPase RsgA,Function unknown,,Op3195,AmrZ
PP_4904,motB,AE015451.2,,5574253.0,5575293.0,-,Flagellar motor rotation protein,Cell motility,,Op3196,
PP_4905,motA,AE015451.2,,5575297.0,5576148.0,-,Flagellar motor rotation protein,Cell motility,,Op3196,
PP_4906,PP_4906,AE015451.2,,5576279.0,5577814.0,+,conserved protein of unknown function,Signal transduction mechanisms,,Op3197,
PP_4907,rhdA,AE015451.2,,5577859.0,5578668.0,+,Thiosulfate sulfurtransferase,Inorganic ion transport and metabolism,,Op3198,
PP_4908,psd,AE015451.2,,5578678.0,5579541.0,+,phosphatidylserine decarboxylase,Lipid transport and metabolism,,Op3198,
PP_4909,serB,AE015451.2,,5579617.0,5580864.0,-,phosphoserine phosphatase,Amino acid transport and metabolism,,Op3199,
PP_4910,PP_4910,AE015451.2,,5580966.0,5582423.0,+,conserved protein of unknown function,Signal transduction mechanisms,,Op3200,
PP_4911,PP_4911,AE015451.2,,5582590.0,5583345.0,-,conserved protein of unknown function,Function unknown,,Op3201,
PP_4912,parC,AE015451.2,,5583473.0,5585731.0,-,DNA topoisomerase IV subunit A,"Replication, recombination and repair",,Op3202,
PP_4913,PP_4913,AE015451.2,,5585745.0,5586263.0,-,conserved protein of unknown function,Function unknown,,Op3202,
PP_4914,PP_4914,AE015451.2,,5586260.0,5587285.0,-,putative phytase-like protein,Function unknown,,Op3202,
PP_4915,parE,AE015451.2,,5587243.0,5589147.0,-,DNA topoisomerase IV subunit B,"Replication, recombination and repair",,Op3202,
PP_4916,PP_4916,AE015451.2,,5589183.0,5589791.0,-,putative esterase,Function unknown,,Op3202,
PP_4917,pde,AE015451.2,,5589923.0,5590723.0,-,3'%2C5'-cyclic-nucleotide phosphodiesterase,Function unknown,,Op3203,AmrZ
PP_4918,PP_4918,AE015451.2,,5590809.0,5591261.0,-,conserved protein of unknown function,Function unknown,,Op3204,TurA
PP_4919,nudF,AE015451.2,,5591252.0,5591881.0,-,ADP-ribose/sugar pyrophosphatase,"Replication, recombination and repair",,Op3204,
PP_4920,PP_4920,AE015451.2,,5592055.0,5592801.0,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3205,
PP_4921,PP_4921,AE015451.2,,5592770.0,5594053.0,-,Transporter%2C NCS1 nucleoside transporter family,Nucleotide transport and metabolism,,Op3206,TurA
PP_4922,thiC,AE015451.2,,5594198.0,5596078.0,-,Phosphomethylpyrimidine synthase,Coenzyme transport and metabolism,,Op3207,
PP_4923,PP_4923,AE015451.2,,5596500.0,5597933.0,+,Outer membrane efflux protein,Cell wall/membrane/envelope biogenesis,,Op3208,
PP_4924,PP_4924,AE015451.2,,5598064.0,5603481.0,-,Serine protease%2C subtilase family,"Post-translational modification, protein turnover, and chaperones",,Op3209,
PP_4925,PP_4925,AE015451.2,,5603478.0,5604287.0,-,conserved protein of unknown function,Function unknown,,Op3209,CbrB
PP_4926,PP_4926,AE015451.2,,5604528.0,5605946.0,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,,Op3210,
PP_4927,cyaB,AE015451.2,,5605943.0,5608138.0,-,Cyclolysin secretion/processing ATP-binding protein CyaB,Defense mechanisms,,Op3210,
PP_4928,waaA,AE015451.2,,5608326.0,5609597.0,-,3-deoxy-D-manno-octulosonic acid transferase,Cell wall/membrane/envelope biogenesis,,Op3211,
PP_4929,PP_4929,AE015451.2,,5609609.0,5610514.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op3211,
PP_4930,emrE,AE015451.2,,5610586.0,5610918.0,+,putative small multidrug resistance protein,Inorganic ion transport and metabolism,,Op3212,
PP_4931,PP_4931,AE015451.2,,5611007.0,5612182.0,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op3213,
PP_4932,PP_4932,AE015451.2,,5612179.0,5612991.0,+,putative D-arabinose 1-dehydrogenase,Energy production and conversion,,Op3213,GacA
PP_4933,PP_4933,AE015451.2,,5613050.0,5614018.0,+,conserved protein of unknown function,Function unknown,,Op3214,
PP_4934,hldE,AE015451.2,,5614100.0,5615521.0,-,heptose 7-phosphate kinase/heptose 1-phosphate adenylyltransferase,Nucleotide transport and metabolism,,Op3215,
PP_4935,msbA,AE015451.2,,5615652.0,5617460.0,-,Lipid A export ATP-binding/permease protein MsbA,Defense mechanisms,,Op3216,
PP_4936,wzy,AE015451.2,,5617476.0,5618651.0,-,O-antigen polymerase,Cell wall/membrane/envelope biogenesis,,Op3216,
PP_4937,PP_4937,AE015451.2,,5618752.0,5619357.0,+,toluene tolerance protein,Transcription,,Op3217,
PP_4938,PP_4938,AE015451.2,,5619361.0,5620500.0,-,putative Glycosyl transferase,Cell wall/membrane/envelope biogenesis,,Op3218,
PP_4939,PP_4939,AE015451.2,,5620490.0,5621263.0,-,conserved protein of unknown function,Function unknown,,Op3218,
PP_4940,PP_4940,AE015451.2,,5621329.0,5622285.0,-,Putative glycosyltransferase,Function unknown,,Op3219,
PP_4941,PP_4941,AE015451.2,,5622334.0,5623737.0,-,conserved exported protein of unknown function,Function unknown,,Op3220,
PP_4942,PP_4942,AE015451.2,,5623734.0,5624630.0,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3220,
PP_4943,PP_4943,AE015451.2,,5624630.0,5625760.0,-,putative Glycosyl transferase,Cell wall/membrane/envelope biogenesis,,Op3220,TurA
PP_4944,PP_4944,AE015451.2,,5625744.0,5627501.0,-,Carbamoyltransferase,"Post-translational modification, protein turnover, and chaperones",,Op3220,SoxR
PP_4945,rlmJ,AE015451.2,,5627694.0,5628530.0,-,23S rRNA m(6)A2030 methyltransferase,Coenzyme transport and metabolism,,Op3221,
PP_4946,putP,AE015451.2,,5628637.0,5630265.0,-,sodium/L-proline transporter,Amino acid transport and metabolism,,Op3222,"AlgR,AmrZ,Crc"
PP_4947,putA,AE015451.2,,5630471.0,5634424.0,+,proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase,Energy production and conversion,,Op3223,
PP_5718,PP_5718,AE015451.2,,5634807.0,5635490.0,-,conserved membrane protein of unknown function,No COG annotation,,Op3224,
PP_4948,PP_4948,AE015451.2,,5635633.0,5637435.0,+,Acyl-CoA dehydrogenase family protein,Energy production and conversion,,Op3225,
PP_4949,PP_4949,AE015451.2,,5637467.0,5638909.0,+,putative peptidase%2C TldD/PmbA family,Function unknown,,Op3225,
PP_4950,PP_4950,AE015451.2,,5638909.0,5640228.0,+,conserved protein of unknown function,Function unknown,,Op3225,
PP_4951,PP_4951,AE015451.2,,5640338.0,5641765.0,+,Drug resistance transporter%2C EmrB/QacA family,Amino acid transport and metabolism,,Op3226,SoxR
PP_4952,dbpA,AE015451.2,,5641830.0,5643215.0,+,ATP-dependent RNA helicase%2C specific for 23S rRNA,"Translation, ribosomal structure and biogenesis",,Op3227,
PP_4953,yhiN,AE015451.2,,5643338.0,5644519.0,+,putative oxidoreductase with FAD/NAD(P)-binding domain,Function unknown,,Op3228,
PP_4954,PP_4954,AE015451.2,,5644648.0,5646831.0,+,conserved membrane protein of unknown function,Function unknown,,Op3229,
PP_4955,PP_4955,AE015451.2,,5646850.0,5647587.0,-,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op3230,
PP_4956,elaA,AE015451.2,,5647741.0,5648193.0,+,putative acyltransferase,Function unknown,,Op3231,
PP_4957,PP_4957,AE015451.2,,5648217.0,5648513.0,-,conserved protein of unknown function,Function unknown,,Op3232,
PP_4958,ygjP,AE015451.2,,5648526.0,5649065.0,-,putative metal-dependent hydrolase,Function unknown,,Op3232,
PP_4959,PP_4959,AE015451.2,,5649066.0,5651192.0,-,diguanylate cyclase,Signal transduction mechanisms,,Op3232,
PP_4960,fba,AE015451.2,,5651405.0,5652469.0,-,Fructose-bisphosphate aldolase,Carbohydrate transport and metabolism,,Op3233,FleQ
PP_4961,PP_4961,AE015451.2,,5652570.0,5652899.0,-,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3233,FleQ
PP_4962,PP_4962,AE015451.2,,5653060.0,5653311.0,-,conserved exported protein of unknown function,No COG annotation,,Op3234,
PP_4963,pgk,AE015451.2,,5653311.0,5654474.0,-,Phosphoglycerate kinase,Nucleotide transport and metabolism,,Op3234,
PP_4964,epd,AE015451.2,,5654487.0,5655545.0,-,D-erythrose 4-phosphate dehydrogenase,Coenzyme transport and metabolism,,Op3234,
PP_4965,tktA,AE015451.2,,5655697.0,5657694.0,-,transketolase A,Carbohydrate transport and metabolism,,Op3235,
PP_4966,sahR,AE015451.2,,5657946.0,5658938.0,+,transcriptional regulator of methionine metabolism,Transcription,,Op3236,"TurA,SahR"
PP_4967,metK,AE015451.2,,5658957.0,5660147.0,+,methionine adenosyltransferase,Coenzyme transport and metabolism,,Op3236,"TurA,SahR"
PP_4968,ligB,AE015451.2,,5660376.0,5662076.0,+,DNA ligase B,"Replication, recombination and repair",,Op3237,TurA
PP_4969,PP_4969,AE015451.2,,5662209.0,5662601.0,+,conserved exported protein of unknown function,Function unknown,,Op3238,
PP_4970,PP_4970,AE015451.2,,5662676.0,5663143.0,-,putative Cytochrome c',Energy production and conversion,,Op3239,
PP_4971,PP_4971,AE015451.2,,5663227.0,5664405.0,+,putative Outer membrane-bound lytic murein transglycolase A,Cell wall/membrane/envelope biogenesis,,Op3240,
PP_4972,PP_4972,AE015451.2,,5664456.0,5664842.0,-,conserved exported protein of unknown function,Function unknown,,Op3241,"TurA,GacA"
PP_4973,PP_4973,AE015451.2,,5664871.0,5665704.0,-,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op3241,
PP_4974,nhaP,AE015451.2,,5665987.0,5667222.0,+,NhaP-type Na+/H+ and K+/H+ antiporters,Inorganic ion transport and metabolism,,Op3242,
PP_4975,PP_4975,AE015451.2,,5667293.0,5667694.0,-,Long-chain acyl-CoA thioester hydrolase family protein,Lipid transport and metabolism,,Op3243,
PP_4976,ahcY,AE015451.2,,5668005.0,5669399.0,+,Adenosylhomocysteinase,Nucleotide transport and metabolism,,Op3244,
PP_4977,metF,AE015451.2,,5669524.0,5670411.0,+,5%2C10-methylenetetrahydrofolate reductase,Amino acid transport and metabolism,,Op3245,TurA
PP_4978,PP_4978,AE015451.2,,5670496.0,5671581.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3246,
PP_4979,PP_4979,AE015451.2,,5671751.0,5672539.0,+,putative Periplasmic binding protein,Amino acid transport and metabolism,,Op3247,
PP_4980,rhlE-II,AE015451.2,,5672758.0,5674638.0,+,ATP-dependent RNA helicase,"Translation, ribosomal structure and biogenesis",,Op3248,"GacA,AmrZ"
PP_4981,yceI,AE015451.2,,5674778.0,5675392.0,-,polyisoprene-binding protein%2C acidic stress response factor,Function unknown,,Op3249,
PP_4982,yceJ,AE015451.2,,5675389.0,5675940.0,-,putative cytochrome b561%2C iron-regulated,Energy production and conversion,,Op3249,GacA
PP_4983,PP_4983,AE015451.2,,5676145.0,5678004.0,-,putative amine oxidase,Amino acid transport and metabolism,,Op3250,
PP_4984,bioA,AE015451.2,,5678375.0,5679781.0,+,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,Coenzyme transport and metabolism,,Op3251,
PP_4985,rsmE,AE015451.2,,5679945.0,5680664.0,+,16S rRNA m3U1498 methyltransferase,"Translation, ribosomal structure and biogenesis",,Op3252,
PP_4986,PP_4986,AE015451.2,,5680665.0,5681282.0,-,Channel protein%2C hemolysin III family,Function unknown,,Op3253,PvdS
PP_4987,PP_4987,AE015451.2,,5681486.0,5681959.0,-,putative Chemotaxis protein,Cell motility,,Op3254,
PP_4988,PP_4988,AE015451.2,,5681952.0,5686892.0,-,signal transduction histidine kinase CheA/CheY-like receiver,Signal transduction mechanisms,,Op3254,
PP_4989,pilJ,AE015451.2,,5686905.0,5688965.0,-,Protein PilJ,Cell motility,,Op3254,
PP_4990,pilI,AE015451.2,,5688977.0,5689531.0,-,Protein PilI,Cell motility,,Op3254,
PP_4991,pilH,AE015451.2,,5689528.0,5689893.0,-,Protein PilH,Signal transduction mechanisms,,Op3254,
PP_4992,pilG,AE015451.2,,5689941.0,5690342.0,-,Protein PilG,Signal transduction mechanisms,,Op3255,
PP_4993,gshB,AE015451.2,,5690581.0,5691534.0,+,Glutathione synthetase,Coenzyme transport and metabolism,,Op3256,
PP_4994,PP_4994,AE015451.2,,5691626.0,5692531.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3257,
PP_4995,PP_4995,AE015451.2,,5692701.0,5693270.0,+,putative protein possibly involved in the control of exopolysaccharide production,Transcription,,Op3258,
PP_4996,PP_4996,AE015451.2,,5693270.0,5693695.0,+,Putative Holliday junction resolvase,"Replication, recombination and repair",,Op3258,
PP_4997,pyrR,AE015451.2,,5693745.0,5694263.0,+,pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,Nucleotide transport and metabolism,,Op3259,
PP_4998,pyrB,AE015451.2,,5694276.0,5695280.0,+,Aspartate carbamoyltransferase,Nucleotide transport and metabolism,,Op3259,AlgR
PP_4999,pyrC',AE015451.2,,5695277.0,5696548.0,+,dihydroorotase-like protein,Nucleotide transport and metabolism,,Op3259,
PP_5000,hslV,AE015451.2,,5696760.0,5697290.0,+,peptidase component of the ATP-dependent HslVU protease,"Post-translational modification, protein turnover, and chaperones",,Op3260,TurA
PP_5001,hslU,AE015451.2,,5697367.0,5698710.0,+,protease HslVU%2C ATPase component,"Post-translational modification, protein turnover, and chaperones",,Op3261,
PP_5002,PP_5002,AE015451.2,,5698877.0,5699254.0,+,conserved protein of unknown function,Function unknown,,Op3262,TurA
PP_5003,phaA,AE015451.2,,5699523.0,5701202.0,+,poly(3-hydroxyalkanoate) polymerase 1,Lipid transport and metabolism,,Op3263,"RpoS,Crc"
PP_5004,phaB,AE015451.2,,5701265.0,5702116.0,+,Poly(3-hydroxyalkanoate) depolymerase,Lipid transport and metabolism,,Op3264,RpoS
PP_5005,phaC-II,AE015451.2,,5702166.0,5703848.0,+,Poly(3-hydroxyalkanoate) polymerase 2,Lipid transport and metabolism,,Op3265,TurB
PP_5006,PP_5006,AE015451.2,,5703861.0,5704475.0,+,Transcriptional regulator%2C TetR family,Transcription,,Op3265,
PP_5007,PP_5007,AE015451.2,,5704587.0,5705372.0,-,Polyhydroxyalkanoate granule-associated protein GA2,Function unknown,,Op3266,Crc
PP_5008,PP_5008,AE015451.2,,5705383.0,5705802.0,-,Poly granule-associated protein,Function unknown,,Op3266,Crc
PP_5009,PP_5009,AE015451.2,,5705983.0,5710743.0,+,conserved protein of unknown function,No COG annotation,,Op3267,
PP_5010,PP_5010,AE015451.2,,5710762.0,5711097.0,-,conserved protein of unknown function,Function unknown,,Op3268,
PP_5011,ubiE,AE015451.2,,5711162.0,5711932.0,+,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,Coenzyme transport and metabolism,,Op3269,
PP_5012,PP_5012,AE015451.2,,5711932.0,5712555.0,+,conserved protein of unknown function,Function unknown,,Op3269,
PP_5013,ubiB,AE015451.2,,5712552.0,5714174.0,+,2-octaprenylphenol hydroxylase,Coenzyme transport and metabolism,,Op3269,
PP_5014,hisI,AE015451.2,,5714247.0,5714639.0,+,Phosphoribosyl-AMP cyclohydrolase,Amino acid transport and metabolism,,Op3270,
PP_5015,hisE,AE015451.2,,5714641.0,5714976.0,+,Phosphoribosyl-ATP pyrophosphatase,Nucleotide transport and metabolism,,Op3270,
PP_5016,tatA-II,AE015451.2,,5715058.0,5715330.0,+,twin arginine protein export complex subunit,"Intracellular trafficking, secretion, and vesicular transport",,Op3271,
PP_5017,tatB,AE015451.2,,5715334.0,5715711.0,+,Sec-independent protein translocase protein TatB,"Intracellular trafficking, secretion, and vesicular transport",,Op3271,
PP_5018,tatC-II,AE015451.2,,5715708.0,5716496.0,+,sec-independent protein translocase protein,"Intracellular trafficking, secretion, and vesicular transport",,Op3271,
PP_5019,PP_5019,AE015451.2,,5716493.0,5717200.0,+,Ribosomal RNA small subunit methyltransferase E,"Translation, ribosomal structure and biogenesis",,Op3271,
PP_5020,PP_5020,AE015451.2,,5717302.0,5719218.0,+,putative methyl-accepting chemotaxis protein,Cell motility,,Op3272,
PP_5021,PP_5021,AE015451.2,,5719476.0,5721419.0,+,Methyl-accepting chemotaxis transducer,Cell motility,,Op3273,
PP_5022,glnQ,AE015451.2,,5721529.0,5722263.0,-,Glutamine transport ATP-binding protein GlnQ,Amino acid transport and metabolism,,Op3274,
PP_5023,PP_5023,AE015451.2,,5722256.0,5723218.0,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3274,AmrZ
PP_5024,PP_5024,AE015451.2,,5723298.0,5724098.0,-,Amino acid ABC transporter%2C periplasmic amino acid-binding protein,Amino acid transport and metabolism,,Op3275,
PP_5025,opgH,AE015451.2,,5724392.0,5726965.0,-,Glucans biosynthesis glucosyltransferase H,Cell wall/membrane/envelope biogenesis,,Op3276,
PP_5026,opgG,AE015451.2,,5726958.0,5728637.0,-,Glucans biosynthesis protein G,Inorganic ion transport and metabolism,,Op3276,"AlgR,PhoB"
PP_5027,dtd,AE015451.2,,5728961.0,5729398.0,-,D-tyrosyl-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",,Op3277,GacA
PP_5028,pip,AE015451.2,,5729395.0,5730477.0,-,proline iminopeptidase,Amino acid transport and metabolism,,Op3277,
PP_5029,hutG,AE015451.2,,5730536.0,5731339.0,-,N-formylglutamate deformylase,Amino acid transport and metabolism,,Op3278,"RoxR,FinR,HutC"
PP_5030,hutI,AE015451.2,,5731350.0,5732555.0,-,Imidazolonepropionase,Nucleotide transport and metabolism,,Op3278,"RoxR,FinR,HutC"
PP_5031,proY,AE015451.2,,5732571.0,5733974.0,-,proline (histidine) APC transporter,Amino acid transport and metabolism,,Op3278,"FinR,HutC"
PP_5032,hutH,AE015451.2,,5734131.0,5735663.0,-,Histidine ammonia-lyase,Amino acid transport and metabolism,,Op3278,"RoxR,FinR,HutC"
PP_5033,hutU,AE015451.2,,5735772.0,5737445.0,-,Urocanate hydratase,Amino acid transport and metabolism,,Op3278,"RoxR,FinR,GacA,HutC"
PP_5034,PP_5034,AE015451.2,,5737647.0,5738219.0,-,Uncharacterized 21.2 kDa protein in hutC 3'region,Function unknown,,Op3279,"FinR,HutC"
PP_5035,hutC,AE015451.2,,5738216.0,5738962.0,-,Histidine utilization repressor,Transcription,,Op3279,"FinR,HutC"
PP_5036,hutF,AE015451.2,,5739071.0,5740435.0,+,probable formiminoglutamate deiminase,Nucleotide transport and metabolism,,Op3280,"FinR,HutC"
PP_5037,PP_5037,AE015451.2,,5740506.0,5741078.0,-,lipocalin family lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3281,
PP_5038,PP_5038,AE015451.2,,5741075.0,5741329.0,-,conserved lipoprotein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3281,
PP_5039,PP_5039,AE015451.2,,5741557.0,5742153.0,-,conserved protein of unknown function,Function unknown,,Op3282,AmrZ
PP_5040,fbp,AE015451.2,,5742157.0,5743167.0,-,fructose-1%2C6-bisphosphatase%2C class 1,Carbohydrate transport and metabolism,,Op3282,AlgR
PP_5041,glgP,AE015451.2,,5743414.0,5745864.0,-,glycogen phosphorylase,Carbohydrate transport and metabolism,,Op3283,
PP_5042,PP_5042,AE015451.2,,5746031.0,5746453.0,+,conserved protein of unknown function,Function unknown,,Op3284,"TurA,TurB"
PP_5043,PP_5043,AE015451.2,,5746552.0,5747973.0,-,putative PhoPQ-activated pathogenicity-related protein,"Post-translational modification, protein turnover, and chaperones",,Op3285,
PP_5044,typA,AE015451.2,,5748159.0,5749979.0,-,ribosome associated GTPase,Signal transduction mechanisms,,Op3286,
PP_5045,thiI,AE015451.2,,5750108.0,5751562.0,-,tRNA sulfurtransferase,Coenzyme transport and metabolism,,Op3287,FleQ
PP_5046,glnA,AE015451.2,,5752033.0,5753439.0,+,glutamine synthetase,Coenzyme transport and metabolism,,Op3288,"FleQ,GlnG"
PP_5047,glnL,AE015451.2,,5753805.0,5754890.0,+,two-component system sensory histidine kinase/phosphatase GlnL/GlnG,Signal transduction mechanisms,,Op3289,GlnG
PP_5048,glnG,AE015451.2,,5754887.0,5756323.0,+,two-component system DNA-binding transcriptional dual regulator GlnL/GlnG,Signal transduction mechanisms,,Op3289,GlnG
PP_5050,PP_5050,AE015451.2,,5757011.0,5757976.0,+,transposase,"Replication, recombination and repair",,Op3290,
PP_5051,PP_5051,AE015451.2,,5758494.0,5758931.0,-,conserved protein of unknown function,No COG annotation,,Op3291,
PP_5052,trmL,AE015451.2,,5758918.0,5759391.0,+,tRNA(Leu) mC34%2CmU34 2'-O-ribose methyltransferase%2C AdoMet-dependent,"Translation, ribosomal structure and biogenesis",,Op3292,GacA
PP_5053,secB,AE015451.2,,5759547.0,5760032.0,-,Protein-export protein SecB,"Intracellular trafficking, secretion, and vesicular transport",,Op3293,
PP_5054,grxC,AE015451.2,,5760072.0,5760326.0,-,glutaredoxin 3,"Post-translational modification, protein turnover, and chaperones",,Op3293,
PP_5055,PP_5055,AE015451.2,,5760328.0,5760741.0,-,Sulfurtransferase,Inorganic ion transport and metabolism,,Op3293,
PP_5056,gpmI,AE015451.2,,5760949.0,5762484.0,+,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Nucleotide transport and metabolism,,Op3294,
PP_5057,PP_5057,AE015451.2,,5762625.0,5763941.0,+,Peptidase%2C M23/M37 family,"Cell cycle control, cell division, chromosome partitioning",,Op3295,
PP_5058,ctpA,AE015451.2,,5764020.0,5765336.0,+,Carboxy-terminal-processing protease,Cell wall/membrane/envelope biogenesis,,Op3296,GacA
PP_5059,PP_5059,AE015451.2,,5765345.0,5766112.0,+,conserved exported protein of unknown function,Function unknown,,Op3296,
PP_5060,PP_5060,AE015451.2,,5766156.0,5770871.0,-,conserved protein of unknown function,No COG annotation,,Op3297,
PP_5061,betT-I,AE015451.2,,5770959.0,5772962.0,-,Choline transporter,Inorganic ion transport and metabolism,,Op3298,
PP_5719,betI,AE015451.2,,5773438.0,5774094.0,+,choline-responsive transcriptional repressor BetI,Transcription,,Op3299,
PP_5063,betB,AE015451.2,,5774134.0,5775606.0,+,betaine aldehyde dehydrogenase%2C NAD-dependent,Energy production and conversion,,Op3299,TurA
PP_5064,betA-II,AE015451.2,,5775684.0,5777381.0,+,choline dehydrogenase,Energy production and conversion,,Op3299,
PP_5065,PP_5065,AE015451.2,,5777424.0,5779574.0,-,conserved protein of unknown function,No COG annotation,,Op3300,
PP_5066,cvrA,AE015451.2,,5779697.0,5781490.0,+,K(+)/H(+) antiporter NhaP2,Inorganic ion transport and metabolism,,Op3301,"PedR1,GacA"
PP_5067,kefA,AE015451.2,,5781526.0,5784834.0,+,mechanosensitive channel protein%2C intermediate (smaller%2C MscS-like) conductance%2C K+ efflux,Cell wall/membrane/envelope biogenesis,,Op3301,
PP_5068,PP_5068,AE015451.2,,5784997.0,5786457.0,+,conserved protein of unknown function%2C UPF0061 family,Function unknown,,Op3302,
PP_5069,trxC,AE015451.2,,5786588.0,5787022.0,+,Thioredoxin 2,"Post-translational modification, protein turnover, and chaperones",,Op3303,
PP_5070,PP_5070,AE015451.2,,5787019.0,5787792.0,-,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",,Op3304,
PP_5071,ynfL,AE015451.2,,5787869.0,5788768.0,-,putative DNA-binding transcriptional regulator,Transcription,,Op3305,TurB
PP_5072,ynfM,AE015451.2,,5788844.0,5790121.0,+,efflux transporter,Amino acid transport and metabolism,,Op3306,TurA
PP_5073,PP_5073,AE015451.2,,5790189.0,5790596.0,-,conserved exported protein of unknown function,Function unknown,,Op3307,
