locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_4605,PP_4605,AE015451.2,,5225763,5226638,+,Transcriptional regulator%2C AraC family,Transcription,,Op2997
PP_4606,PP_4606,AE015451.2,,5226668,5229058,-,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,,Op2998
PP_4607,PP_4607,AE015451.2,,5229234,5230214,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,,Op2999
PP_4608,PP_4608,AE015451.2,,5230211,5230786,-,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op2999
PP_4609,PP_4609,AE015451.2,,5230792,5231118,-,conserved membrane protein of unknown function,Function unknown,,Op2999
PP_4610,PP_4610,AE015451.2,,5231118,5232695,-,conserved protein of unknown function containing PepSY-associated TM helix domain,Function unknown,,Op2999
PP_5699,PP_5699,AE015451.2,,5232692,5232997,-,putative iron uptake protein,Function unknown,,Op2999
PP_4611,PP_4611,AE015451.2,,5233137,5233649,+,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op3000
PP_4612,PP_4612,AE015451.2,,5233646,5234572,+,putative FecR protein,Inorganic ion transport and metabolism,,Op3000
PP_4613,fecA,AE015451.2,,5234667,5236991,+,outer membrane ferric citrate porin,Inorganic ion transport and metabolism,,Op3001
PP_5700,PP_5700,AE015451.2,,5237170,5237517,+,conserved protein of unknown function,"Translation, ribosomal structure and biogenesis",,Op3002
PP_4614,PP_4614,AE015451.2,,5237541,5237927,+,conserved protein of unknown function,Function unknown,,Op3002
PP_4615,PP_4615,AE015451.2,,5237931,5238401,-,conserved membrane protein of unknown function,Function unknown,,Op3003
PP_5701,PP_5701,AE015451.2,,5238489,5238692,+,conserved protein of unknown function,No COG annotation,,Op3004
PP_4616,PP_4616,AE015451.2,,5238973,5239236,+,conserved protein of unknown function,Function unknown,,Op3005
PP_4617,ldh,AE015451.2,,5239295,5240314,-,leucine dehydrogenase,Energy production and conversion,,Op3006
PP_4618,PP_4618,AE015451.2,,5240439,5241245,+,conserved protein of unknown function,Function unknown,,Op3007
PP_4619,hmgC,AE015451.2,,5241239,5241871,-,Maleylacetoacetate isomerase,Carbohydrate transport and metabolism,,Op3008
PP_4620,hmgB,AE015451.2,,5241884,5243176,-,Fumarylacetoacetase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3008
PP_4621,hmgA,AE015451.2,,5243180,5244481,-,Homogentisate 1%2C2-dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3008
PP_4622,hmgR,AE015451.2,,5244594,5245427,+,Hmg transcriptional repressor,Transcription,,Op3009
PP_4623,PP_4623,AE015451.2,,5245358,5248660,-,conserved protein of unknown function,No COG annotation,,Op3010
PP_4624,PP_4624,AE015451.2,,5248916,5249821,-,putative hydrolase%2C alpha/beta fold family,Function unknown,,Op3011
PP_4625,cidB,AE015451.2,,5249998,5250684,-,anti-holin regulator of holin CidA,Cell wall/membrane/envelope biogenesis,,Op3012
PP_4626,cidA,AE015451.2,,5250674,5251060,-,holin regulator of murein hydrolases,Function unknown,,Op3012
PP_4627,cidR,AE015451.2,,5251158,5252039,+,transcriptional regulator%2C LysR family,Transcription,,Op3013
PP_4628,PP_4628,AE015451.2,,5252061,5252516,-,conserved protein of unknown function,Energy production and conversion,,Op3014
PP_4629,PP_4629,AE015451.2,,5252632,5253060,+,Sensory box protein,Signal transduction mechanisms,,Op3015
PP_5702,PP_5702,AE015451.2,,5253120,5253737,+,conserved protein of unknown function,No COG annotation,,Op3016
PP_4630,PP_4630,AE015451.2,,5253722,5254633,-,Transcriptional regulator%2C MerR family,Transcription,,Op3017
PP_4631,PP_4631,AE015451.2,,5254877,5255437,+,conserved protein of unknown function,Function unknown,,Op3018
PP_4632,folM,AE015451.2,,5255471,5256208,+,dihydrofolate reductase / dihydromonapterin reductase,Lipid transport and metabolism,,Op3018
PP_4633,PP_4633,AE015451.2,,5256218,5256514,+,conserved protein of unknown function%2C DUF1244 family,Function unknown,,Op3018
PP_5703,PP_5703,AE015451.2,,5256507,5256848,+,putative type 3 effector HopPmaJ,Function unknown,,Op3018
PP_4634,PP_4634,AE015451.2,,5256893,5257801,-,putative hydrolase%2C alpha/beta fold family,Function unknown,,Op3019
PP_4635,PP_4635,AE015451.2,,5257945,5259156,-,trans-2-enoyl-CoA reductase (NAD(+)),Lipid transport and metabolism,,Op3020
PP_4636,yqeF,AE015451.2,,5259459,5260637,+,acetyl-CoA acetyltransferase,Lipid transport and metabolism,,Op3021
PP_4637,PP_4637,AE015451.2,,5260776,5261600,-,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase family protein,Coenzyme transport and metabolism,,Op3022
PP_4638,PP_4638,AE015451.2,,5261828,5263315,+,Methylenetetrahydrofolate reductase,Amino acid transport and metabolism,,Op3023
PP_4639,zinU,AE015451.2,,5263275,5264246,-,P-loop guanosine triphosphatase-dependent zinc chaperone,Function unknown,,Op3024
PP_4640,PP_4640,AE015451.2,,5264330,5264527,-,conserved protein of unknown function,Function unknown,,Op3025
PP_4641,yjiY,AE015451.2,,5264545,5266611,-,putative transporter,Signal transduction mechanisms,,Op3025
PP_4642,PP_4642,AE015451.2,,5266765,5267151,+,Cyclic diguanosine monophosphate-binding protein,Function unknown,,Op3026
PP_4643,PP_4643,AE015451.2,,5267415,5268932,+,Xanthine/uracil permease family protein,Nucleotide transport and metabolism,,Op3027
PP_4644,radA,AE015451.2,,5268968,5270338,-,DNA repair enzyme,"Post-translational modification, protein turnover, and chaperones",,Op3028
PP_4645,mscL,AE015451.2,,5270515,5270934,+,Large-conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,,Op3029
PP_4646,fpr-II,AE015451.2,,5271058,5271834,-,ferredoxin--NADP(+) reductase,Energy production and conversion,,Op3030
PP_4647,PP_4647,AE015451.2,,5272050,5272757,+,transcriptional regulator%2C LuxR family,Transcription,,Op3031
PP_4648,rlmG,AE015451.2,,5272854,5273978,+,Ribosomal RNA large subunit methyltransferase G,"Translation, ribosomal structure and biogenesis",,Op3032
PP_4649,PP_4649,AE015451.2,,5274084,5274239,-,conserved protein of unknown function,Function unknown,,Op3033
PP_4650,cioB,AE015451.2,,5274249,5275256,-,Ubiquinol oxidase subunit II%2C cyanide insensitive,Energy production and conversion,,Op3033
PP_4651,cioA,AE015451.2,,5275260,5276696,-,Ubiquinol oxidase subunit I%2C cyanide insensitive,Energy production and conversion,,Op3033
PP_4652,PP_4652,AE015451.2,,5277040,5278260,+,putative Membrane protein,Amino acid transport and metabolism,,Op3034
PP_4653,purP,AE015451.2,,5278490,5279785,+,adenine:H+ symporter,Function unknown,,Op3035
PP_4654,trmA,AE015451.2,,5279782,5280867,+,tRNA/tmRNA (uracil-C(5))-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op3035
PP_4655,pcaG,AE015451.2,,5281005,5281610,-,protocatechuate 3%2C4-dioxygenase alpha chain,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3036
PP_4656,pcaH,AE015451.2,,5281621,5282340,-,protocatechuate 3%2C4-dioxygenase beta chain,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3036
PP_4657,ypfJ,AE015451.2,,5282474,5283424,+,zinc metalloprotease,Function unknown,,Op3037
PP_4658,PP_4658,AE015451.2,,5283596,5285515,+,putative methyl-accepting chemotaxis protein,Cell motility,,Op3038
PP_4659,ggt,AE015451.2,,5285638,5287305,-,gamma-glutamyltranspeptidase,Cell wall/membrane/envelope biogenesis,,Op3039
PP_4660,PP_4660,AE015451.2,,5287423,5288319,-,Transcriptional regulator%2C LysR family,Transcription,,Op3040
PP_4661,mdaB,AE015451.2,,5288503,5289174,-,modulator of drug activity B,Function unknown,,Op3041
PP_4662,PP_4662,AE015451.2,,5289257,5289571,+,conserved protein of unknown function,Function unknown,,Op3042
PP_4663,PP_4663,AE015451.2,,5289561,5290325,-,conserved transmembrane protein of unknown function,Function unknown,,Op3043
PP_4664,PP_4664,AE015451.2,,5290403,5291284,+,Transcriptional regulator%2C LysR family,Transcription,,Op3044
PP_4665,PP_4665,AE015451.2,,5291426,5291770,+,conserved protein of unknown function,Function unknown,,Op3045
PP_4666,mmsB,AE015451.2,,5291962,5292849,-,3-hydroxyisobutyrate dehydrogenase,Lipid transport and metabolism,,Op3046
PP_4667,mmsA-II,AE015451.2,,5292860,5294386,-,methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,,Op3046
PP_4668,PP_4668,AE015451.2,,5294519,5295469,+,Transcriptional regulator%2C LysR family,Transcription,,Op3047
PP_4669,PP_4669,AE015451.2,,5295595,5296113,-,OmpA family protein,Cell wall/membrane/envelope biogenesis,,Op3048
PP_4670,TpbB,AE015451.2,,5296091,5297362,-,diguanylate cyclase,Signal transduction mechanisms,,Op3049
PP_4671,PP_4671,AE015451.2,,5297359,5297925,-,conserved exported protein of unknown function,Function unknown,,Op3049
PP_4672,recD,AE015451.2,,5298026,5300101,-,ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease%2C ssDNA endonuclease,"Replication, recombination and repair",,Op3050
PP_4673,recB,AE015451.2,,5300098,5303772,-,Chi activated ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease,"Replication, recombination and repair",,Op3050
PP_4674,recC,AE015451.2,,5303769,5307251,-,ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease%2C ssDNA endonuclease%2C recombinase subunit,"Replication, recombination and repair",,Op3050
PP_4675,msrQ,AE015451.2,,5313395,5313988,-,methionine sulfoxide reductase heme-binding subunit,Energy production and conversion,,Op3051
PP_4676,msrP,AE015451.2,,5313988,5315013,-,methionine sulfoxide reductase catalytic subunit,Energy production and conversion,,Op3051
PP_4677,PP_4677,AE015451.2,,5315081,5315932,-,CDP-diacylglycerol--serine O-phosphatidyltransferase,Lipid transport and metabolism,,Op3052
PP_4678,ilvC,AE015451.2,,5316083,5317099,-,Ketol-acid reductoisomerase,Coenzyme transport and metabolism,,Op3053
PP_4679,ilvH,AE015451.2,,5317156,5317647,-,acetohydroxybutanoate synthase / acetolactate synthase,Amino acid transport and metabolism,,Op3053
PP_4680,ilvI,AE015451.2,,5317649,5319373,-,acetohydroxybutanoate synthase / acetolactate synthase,Coenzyme transport and metabolism,,Op3053
PP_4681,PP_4681,AE015451.2,,5319782,5320117,-,conserved protein of unknown function,Function unknown,,Op3054
PP_4682,PP_4682,AE015451.2,,5320114,5320914,-,conserved protein of unknown function containing tetratricopeptide repeat domain,Coenzyme transport and metabolism,,Op3054
PP_4683,mrcB,AE015451.2,,5320930,5323251,-,transglycosylase/transpeptidase,Cell wall/membrane/envelope biogenesis,,Op3054
PP_4684,PP_4684,AE015451.2,,5323367,5324929,+,conserved protein of unknown function with kinase-like domain,Function unknown,,Op3055
PP_4685,PP_4685,AE015451.2,,5325088,5325366,+,conserved protein of unknown function,Transcription,,Op3056
PP_4686,PP_4686,AE015451.2,,5325547,5326431,-,putative lipoprotein,Function unknown,,Op3057
PP_4687,hmuV,AE015451.2,,5326534,5327301,-,Hemin import ATP-binding protein HmuV,Inorganic ion transport and metabolism,,Op3058
PP_4688,PP_4688,AE015451.2,,5327301,5328338,-,Heme/hemin ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3058
PP_4689,PP_4689,AE015451.2,,5328335,5329219,-,Heme/hemin ABC transporter%2C periplasmic heme/hemin-binding protein,Inorganic ion transport and metabolism,,Op3058
PP_4690,PP_4690,AE015451.2,,5329368,5329712,+,Rieske 2Fe-2S family protein,Inorganic ion transport and metabolism,,Op3059
PP_4691,sfsA,AE015451.2,,5329675,5330388,-,sugar fermentation stimulation protein A,Function unknown,,Op3060
PP_4692,PP_4692,AE015451.2,,5330388,5331560,-,putative aspartate/tyrosine/aromatic aminotransferase,Amino acid transport and metabolism,,Op3060
PP_4693,dksA,AE015451.2,,5331771,5332217,+,RNA polymerase-binding transcription factor DksA,Signal transduction mechanisms,,Op3061
PP_4694,gluQ,AE015451.2,,5332266,5333168,+,Glutamyl-Q tRNA(Asp) synthetase,"Translation, ribosomal structure and biogenesis",,Op3062
PP_5704,PP_5704,AE015451.2,,5333411,5333587,+,conserved protein of unknown function,Function unknown,,Op3063
PP_4695,PP_4695,AE015451.2,,5333571,5336546,+,Sensory box histidine kinase,Signal transduction mechanisms,,Op3063
PP_4696,PP_4696,AE015451.2,,5336551,5337993,+,Nitrogen regulation protein NR(I),Signal transduction mechanisms,,Op3063
PP_4697,pcnB,AE015451.2,,5338773,5340155,+,poly(A) polymerase,Coenzyme transport and metabolism,,Op3064
PP_4698,folK,AE015451.2,,5340152,5340631,+,6-hydroxymethyl-7%2C8-dihydropterin pyrophosphokinase,Coenzyme transport and metabolism,,Op3064
PP_4699,panB,AE015451.2,,5340894,5341694,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,,Op3065
PP_4700,panC,AE015451.2,,5341691,5342554,+,pantothenate synthetase,Coenzyme transport and metabolism,,Op3065
PP_4701,pgi-II,AE015451.2,,5342761,5344425,+,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,,Op3066
PP_4702,acsA-II,AE015451.2,,5344603,5346537,+,acetyl-CoA synthetase,Nucleotide transport and metabolism,,Op3067
PP_4703,PP_4703,AE015451.2,,5346579,5347448,+,conserved protein of unknown function,Function unknown,,Op3068
PP_4704,PP_4704,AE015451.2,,5347527,5350463,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3069
PP_4705,PP_4705,AE015451.2,,5350545,5350958,-,Glyoxalase,Amino acid transport and metabolism,,Op3070
PP_4706,PP_4706,AE015451.2,,5351019,5351321,+,conserved protein of unknown function,Function unknown,,Op3071
PP_4707,PP_4707,AE015451.2,,5351397,5351747,-,OsmY-related protein,Function unknown,,Op3072
PP_4708,pnp,AE015451.2,,5352011,5354116,-,Polyribonucleotide nucleotidyltransferase,"Translation, ribosomal structure and biogenesis",,Op3073
PP_5705,PP_5705,AE015451.2,,5354132,5354347,-,protein of unknown function,No COG annotation,,Op3073
PP_4709,rpsO,AE015451.2,,5354367,5354690,-,30S ribosomal subunit protein S15,"Translation, ribosomal structure and biogenesis",,Op3073
PP_4710,truB,AE015451.2,,5354784,5355701,-,tRNA pseudouridine 55 synthase,"Translation, ribosomal structure and biogenesis",,Op3074
PP_4711,rbfA,AE015451.2,,5355705,5356103,-,Ribosome-binding factor A,"Translation, ribosomal structure and biogenesis",,Op3074
PP_4712,infB,AE015451.2,,5356220,5358760,-,Translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",,Op3075
PP_4713,nusA,AE015451.2,,5358788,5360269,-,transcription termination/antitermination L factor,Transcription,,Op3075
PP_4714,rimP,AE015451.2,,5360329,5360838,-,ribosome maturation factor,"Translation, ribosomal structure and biogenesis",,Op3076
PP_5706,secG,AE015451.2,,5361201,5361599,-,Sec translocation complex - SecG subunit,"Intracellular trafficking, secretion, and vesicular transport",,Op3077
PP_4715,tpiA,AE015451.2,,5361604,5362359,-,triose phosphate isomerase,Nucleotide transport and metabolism,,Op3077
PP_4716,glmM,AE015451.2,,5362425,5363765,-,Phosphoglucosamine mutase,Carbohydrate transport and metabolism,,Op3078
PP_4717,folP,AE015451.2,,5363782,5364633,-,dihydropteroate synthase,Coenzyme transport and metabolism,,Op3078
PP_4718,ftsH,AE015451.2,,5364642,5366555,-,integral membrane ATP-dependent zinc metallopeptidase,"Post-translational modification, protein turnover, and chaperones",,Op3078
PP_4719,rlmE,AE015451.2,,5366753,5367376,-,Ribosomal RNA large subunit methyltransferase E,"Translation, ribosomal structure and biogenesis",,Op3079
PP_4720,PP_4720,AE015451.2,,5367479,5367787,+,putative RNA binding protein,"Translation, ribosomal structure and biogenesis",,Op3080
PP_4721,PP_4721,AE015451.2,,5367800,5368270,-,conserved membrane protein of unknown function,No COG annotation,,Op3081
PP_4722,greA,AE015451.2,,5368227,5368709,-,Transcription elongation factor GreA,Transcription,,Op3081
PP_4723,carB,AE015451.2,,5368706,5371936,-,Carbamoyl-phosphate synthase large chain,Nucleotide transport and metabolism,,Op3081
PP_4724,carA,AE015451.2,,5372033,5373169,-,Carbamoyl-phosphate synthase small chain,Nucleotide transport and metabolism,,Op3081
PP_4725,dapB,AE015451.2,,5373496,5374299,-,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,,Op3082
PP_4726,dnaJ,AE015451.2,,5374313,5375440,-,Chaperone protein DnaJ,"Post-translational modification, protein turnover, and chaperones",,Op3082
PP_4727,dnaK,AE015451.2,,5375639,5377564,-,Chaperone protein DnaK,"Post-translational modification, protein turnover, and chaperones",,Op3083
PP_4728,grpE,AE015451.2,,5377666,5378223,-,Protein GrpE,"Post-translational modification, protein turnover, and chaperones",,Op3084
PP_4729,recN,AE015451.2,,5378416,5380089,+,factor used in recombination and DNA repair,"Replication, recombination and repair",,Op3085
PP_4730,fur,AE015451.2,,5380197,5380601,-,ferric iron uptake global transcriptional repressor Fur-Fe+2,Transcription,,Op3086
PP_4731,bamE,AE015451.2,,5380699,5381235,+,Outer membrane protein assembly factor BamE,Cell wall/membrane/envelope biogenesis,,Op3087
PP_4732,PP_4732,AE015451.2,,5381300,5381848,-,conserved protein of unknown function,Lipid transport and metabolism,,Op3088
PP_4733,smpB,AE015451.2,,5381898,5382380,+,SsrA-binding protein,"Translation, ribosomal structure and biogenesis",,Op3089
PP_4734,pdhR,AE015451.2,,5382513,5383280,-,DNA-binding transcriptional dual regulator%2C LldR-L-lactate,Transcription,,Op3090
PP_4735,lldP,AE015451.2,,5383537,5385207,+,L-lactate permease,Energy production and conversion,,Op3091
PP_4736,lldD,AE015451.2,,5385270,5386415,+,L-lactate dehydrogenase,Energy production and conversion,,Op3091
PP_4737,dld2,AE015451.2,,5386491,5389301,+,D-lactate dehydrogenase,Energy production and conversion,,Op3091
PP_4738,PP_4738,AE015451.2,,5389621,5389911,+,conserved exported protein of unknown function,No COG annotation,,Op3092
PP_4739,PP_4739,AE015451.2,,5390769,5391011,+,conserved protein of unknown function,No COG annotation,,Op3093
PP_5707,PP_5707,AE015451.2,,5391084,5391347,+,conserved protein of unknown function,Function unknown,,Op3094
PP_5708,PP_5708,AE015451.2,,5391411,5391608,-,protein of unknown function,No COG annotation,,Op3095
PP_5709,PP_5709,AE015451.2,,5391626,5391895,-,protein of unknown function,No COG annotation,,Op3095
PP_5710,PP_5710,AE015451.2,,5392091,5392672,-,exported protein of unknown function,No COG annotation,,Op3096
PP_4740,hsdR,AE015451.2,,5393059,5395422,+,Type I restriction enzyme EcoAI R protein,"Replication, recombination and repair",,Op3097
PP_4741,hsdM,AE015451.2,,5395523,5396992,+,Type I restriction enzyme EcoEI M protein,Defense mechanisms,,Op3098
PP_4742,hsdS,AE015451.2,,5396989,5398719,+,Type I restriction-modification system%2C S subunit,Defense mechanisms,,Op3098
PP_5711,PP_5711,AE015451.2,,5398730,5399158,+,protein of unknown function,Function unknown,,Op3098
PP_4743,PP_4743,AE015451.2,,5399188,5400624,+,conserved protein of unknown function,Function unknown,,Op3098
PP_4745,PP_4745,AE015451.2,,5401792,5403324,-,transposase,"Replication, recombination and repair",,Op3099
PP_4746,PP_4746,AE015451.2,,5403343,5403702,-,transposase,"Replication, recombination and repair",,Op3099
PP_4748,PP_4748,AE015451.2,,5404419,5405219,-,Amino acid ABC transporter%2C periplasmic amino acid-binding protein,Amino acid transport and metabolism,,Op3100
PP_4749,PP_4749,AE015451.2,,5405310,5405969,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3101
PP_4750,PP_4750,AE015451.2,,5405966,5406607,-,Amino acid ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3101
PP_4751,PP_4751,AE015451.2,,5406607,5407416,-,Amino acid ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,,Op3101
PP_4752,PP_4752,AE015451.2,,5407430,5408737,-,putative Xaa-Pro aminopeptidase,Amino acid transport and metabolism,,Op3101
PP_4753,stcD,AE015451.2,,5408839,5410875,-,putative N-methylproline demethylase,Energy production and conversion,,Op3102
PP_4754,PP_4754,AE015451.2,,5410999,5411646,+,Transcriptional regulator%2C TetR family,Transcription,,Op3103
PP_4755,PP_4755,AE015451.2,,5411776,5414169,-,Outer membrane ferrichrome-iron receptor,Inorganic ion transport and metabolism,,Op3104
PP_4756,gabP-V,AE015451.2,,5414385,5415776,-,gamma-aminobutyrate permease,Amino acid transport and metabolism,,Op3105
PP_4757,gudD,AE015451.2,,5416337,5417683,-,D-glucarate dehydratase / L-idarate epimerase,Cell wall/membrane/envelope biogenesis,,Op3106
PP_4758,PP_4758,AE015451.2,,5417703,5419070,-,Major facilitator family transporter,Carbohydrate transport and metabolism,,Op3106
PP_4759,PP_4759,AE015451.2,,5419315,5420016,+,transcriptional regulator%2C GntR family,Transcription,,Op3107
PP_4760,PP_4760,AE015451.2,,5420088,5421098,-,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op3108
PP_4761,PP_4761,AE015451.2,,5421263,5421853,-,Hydrolase%2C haloacid dehalogenase-like family,Function unknown,,Op3109
PP_4762,tesB,AE015451.2,,5421850,5422719,-,Acyl-CoA thioesterase II,Lipid transport and metabolism,,Op3109
PP_4763,PP_4763,AE015451.2,,5422869,5423405,-,GCN5-related N-acetyltransferase,"Translation, ribosomal structure and biogenesis",,Op3110
PP_5712,PP_5712,AE015451.2,,5423619,5424305,+,conserved protein of unknown function,Carbohydrate transport and metabolism,,Op3111
PP_4764,PP_4764,AE015451.2,,5424402,5425316,+,Histone deacetylase family protein,Chromatin structure and dynamics,,Op3112
PP_4765,PP_4765,AE015451.2,,5425465,5426703,+,conserved protein of unknown function,Function unknown,,Op3113
PP_4766,rhlE-I,AE015451.2,,5426771,5428102,-,ATP-dependent RNA helicase,"Replication, recombination and repair",,Op3114
PP_4767,yedA,AE015451.2,,5428158,5429078,-,amino acid exporter for phenylalanine%2C threonine,Amino acid transport and metabolism,,Op3115
PP_4768,PP_4768,AE015451.2,,5429218,5429829,-,Exonuclease,"Replication, recombination and repair",,Op3116
PP_4769,PP_4769,AE015451.2,,5429839,5430318,-,conserved protein of unknown function,Function unknown,,Op3116
PP_4770,PP_4770,AE015451.2,,5430479,5431237,-,conserved protein of unknown function,Function unknown,,Op3117
PP_4771,PP_4771,AE015451.2,,5431405,5432061,+,conserved membrane protein of unknown function,Function unknown,,Op3118
PP_5713,PP_5713,AE015451.2,,5432147,5432665,+,conserved protein of unknown function,No COG annotation,,Op3119
PP_4772,hrpB,AE015451.2,,5432735,5435263,-,ATP-dependent helicase HrpB,"Replication, recombination and repair",,Op3120
PP_4773,PP_4773,AE015451.2,,5435317,5435799,+,conserved protein of unknown function,Function unknown,,Op3121
PP_4774,fieF,AE015451.2,,5435822,5436694,+,divalent cation efflux transporter,Inorganic ion transport and metabolism,,Op3121
PP_4775,PP_4775,AE015451.2,,5436722,5437558,-,conserved protein of unknown function,No COG annotation,,Op3122
PP_4776,PP_4776,AE015451.2,,5437954,5438430,+,AsnC family transcriptional regulator,Transcription,,Op3123
PP_4777,PP_4777,AE015451.2,,5438484,5438687,+,conserved protein of unknown function,Function unknown,,Op3124
PP_4778,rluE,AE015451.2,,5438723,5439355,-,23S rRNA pseudouridine 2457 synthase,"Translation, ribosomal structure and biogenesis",,Op3125
PP_4779,amn,AE015451.2,,5439362,5440825,-,AMP nucleosidase,Nucleotide transport and metabolism,,Op3125
PP_4780,PP_4780,AE015451.2,,5440931,5442583,-,putative Acyl-CoA dehydrogenase,Lipid transport and metabolism,,Op3126
PP_4781,PP_4781,AE015451.2,,5442791,5444779,-,Sensor histidine kinase,Signal transduction mechanisms,,Op3127
PP_4782,thiD,AE015451.2,,5445045,5445842,+,Phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,,Op3128
PP_4783,thiE,AE015451.2,,5445856,5446479,+,Thiamine-phosphate synthase,Coenzyme transport and metabolism,,Op3128
PP_4784,hemL,AE015451.2,,5446496,5447779,+,Glutamate-1-semialdehyde 2%2C1-aminomutase,Coenzyme transport and metabolism,,Op3128
PP_4785,PP_4785,AE015451.2,,5448024,5448569,+,conserved exported protein of unknown function,Function unknown,,Op3129
PP_4786,PP_4786,AE015451.2,,5448573,5448899,-,conserved protein of unknown function,Function unknown,,Op3130
PP_4787,ybeZ,AE015451.2,,5449132,5450130,+,putative protein with nucleoside triphosphate hydrolase domain,Signal transduction mechanisms,,Op3131
PP_4788,ybeY,AE015451.2,,5450123,5450596,+,Endoribonuclease YbeY,"Translation, ribosomal structure and biogenesis",,Op3131
PP_4789,corC,AE015451.2,,5450622,5451461,+,heat shock protein%2C Co2+ and Mg2+ efflux protein,Inorganic ion transport and metabolism,,Op3131
PP_4790,lnt,AE015451.2,,5451470,5452987,+,Apolipoprotein N-acyltransferase,Cell wall/membrane/envelope biogenesis,,Op3131
PP_4791,PP_4791,AE015451.2,,5453342,5454670,+,transposase,"Replication, recombination and repair",,Op3132
PP_4792,PP_4792,AE015451.2,,5454831,5455592,-,conserved exported protein of unknown function,Function unknown,,Op3133
PP_4793,PP_4793,AE015451.2,,5455727,5456041,-,conserved protein of unknown function,No COG annotation,,Op3134
PP_4794,leuS,AE015451.2,,5456269,5458875,+,Leucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op3135
PP_4795,PP_4795,AE015451.2,,5458937,5459542,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3136
PP_4796,holA,AE015451.2,,5459582,5460619,+,DNA polymerase III%2C delta subunit,"Replication, recombination and repair",,Op3136
PP_4797,PP_4797,AE015451.2,,5460836,5461000,+,conserved protein of unknown function,Function unknown,,Op3137
PP_4798,PP_4798,AE015451.2,,5461061,5462377,+,putative Membrane-bound lytic murein transglycosylase,Cell wall/membrane/envelope biogenesis,,Op3138
PP_4799,PP_4799,AE015451.2,,5462411,5463349,-,putative Muramoyltetrapeptide carboxypeptidase,Defense mechanisms,,Op3139
PP_4800,lipA,AE015451.2,,5463448,5464464,-,Lipoyl synthase,Coenzyme transport and metabolism,,Op3139
PP_4801,lipB,AE015451.2,,5464467,5465117,-,Octanoyltransferase,Coenzyme transport and metabolism,,Op3139
PP_4802,PP_4802,AE015451.2,,5465114,5465389,-,putative lipoate regulatory protein,Function unknown,,Op3139
PP_4803,dacA,AE015451.2,,5465463,5466623,-,D-alanyl-D-alanine carboxypeptidase,Cell wall/membrane/envelope biogenesis,,Op3139
PP_4804,rlpA,AE015451.2,,5466844,5467845,-,RlpA-like lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3140
PP_4805,mltB,AE015451.2,,5467845,5468891,-,membrane-bound lytic murein transglycosylase B,Cell wall/membrane/envelope biogenesis,,Op3140
PP_4806,mrdB,AE015451.2,,5468873,5469997,-,murein transpeptidase factor,Cell wall/membrane/envelope biogenesis,,Op3140
PP_4807,mrdA-II,AE015451.2,,5470015,5471904,-,transpeptidase (penicillin-binding protein 2),Cell wall/membrane/envelope biogenesis,,Op3140
PP_4808,rlmH,AE015451.2,,5471921,5472439,-,23S rRNA m3psi1915 methyltransferase,"Translation, ribosomal structure and biogenesis",,Op3140
PP_4809,rsfS,AE015451.2,,5472399,5472818,-,Ribosomal silencing factor RsfS,"Translation, ribosomal structure and biogenesis",,Op3140
PP_4810,nadD,AE015451.2,,5472862,5473554,-,Probable nicotinate-nucleotide adenylyltransferase,Coenzyme transport and metabolism,,Op3141
PP_4811,proA,AE015451.2,,5473523,5474794,-,Gamma-glutamyl phosphate reductase,Amino acid transport and metabolism,,Op3141
PP_4812,PP_4812,AE015451.2,,5475100,5475768,+,putative 3-methyladenine DNA glycosylase,"Replication, recombination and repair",,Op3142
